rank,rel_path,suffix,size_bytes,source_kind,score,keyword_hits,excerpt
1027,06_REPORTS/P80_P81_FINAL_SHEETS_READONLY_20260621_170212/P80_SHEETS_METADATA_RAW.json,.json,114,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 404, ""message"": ""Requested entity was not found."", ""status"": ""NOT_FOUND"" } }"
1028,06_REPORTS/P80_P81_FINAL_SHEETS_READONLY_20260621_170212/P80_RESULT.json,.json,1072,SUPPORTING_PROMPT_CONTEXT,10,json,"\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_P81_FINAL_SHEETS_READONLY_20260621_170212\\P80_SHEETS_TABS_METADATA.csv"", ""raw_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_P81_FINAL_SHEETS_READONLY_20260621_170212\\P80_SHEETS_METADATA_RAW.json"", ""sheet_write"": false, ""apps_script_execution"": false, ""clasp_push"": false, ""readonly_only"": true }"
1029,06_REPORTS/P80_P81_FINAL_SCRIPT_RUN_20260621_171251/P80_ATTEMPT1_TOKENINFO_SCOPES.json,.json,524,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""azp"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""aud"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""sub"": ""114295388442701390389"", ""scope"": ""email https://www.googleapis.com/auth/cloud-platform https://www.googleapis.com/auth/spreadsheets.readonly https://www.googleapis.com/auth/userinfo.email openid"", ""exp"": ""1782058396"", ""expires_in"": ""3598"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": ""true"", ""access_type"": ""offline"" }"
1030,06_REPORTS/P80_P81_FINAL_SCRIPT_RUN_20260621_171251/P80_ATTEMPT1_SHEETS_METADATA_RAW.json,.json,114,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 404, ""message"": ""Requested entity was not found."", ""status"": ""NOT_FOUND"" } }"
1031,06_REPORTS/P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925/P80_FINAL_REAL_SUMMARY.json,.json,1251,SUPPORTING_PROMPT_CONTEXT,10,json,"👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925"", ""result_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925\\P80_FINAL_REAL_SHEETS_METADATA_RESULT.json"", ""tabs_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925\\P80_FINAL_REAL_SHEETS_TABS_METADATA.csv"", ""tokeninfo_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925\\P80_FINAL_REAL_TOKENINFO_SCOPES.json"", ""sheet_write"": false, ""apps_script_execution"": false, ""clasp_push"": false, """
1032,06_REPORTS/P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925/P80_FINAL_REAL_SHEETS_METADATA_RESULT.json,.json,1535,SUPPORTING_PROMPT_CONTEXT,10,json,"oauth_desktop_client_adc"", ""google_api_called"": true, ""oauth_client_file"": ""C:\\Users\\Julie\\Documents\\JRb-Secrets\\QAIC\\MVP QAIC\\qaic_oauth_desktop_client.json"", ""token_scope"": null, ""spreadsheet_id"": null, ""spreadsheet_title"": null, ""locale"": null, ""time_zone"": null, ""sheet_count"": 0, ""sheets"": [ ], ""tokeninfo_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925\\P80_FINAL_REAL_TOKENINFO_SCOPES.json"", ""raw_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_METADATA_READONLY_20260621_164925\\P80_FINAL_REAL_SHEETS_METADATA_RAW.json"", ""tabs_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80_FINAL_REAL_SHEETS_META"
1033,06_REPORTS/P80_FINAL_FIXED_SHEETS_METADATA_READONLY_20260621_165409/P80_FINAL_FIXED_TOKENINFO_SCOPES.json,.json,524,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""azp"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""aud"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""sub"": ""114295388442701390389"", ""scope"": ""email https://www.googleapis.com/auth/cloud-platform https://www.googleapis.com/auth/spreadsheets.readonly https://www.googleapis.com/auth/userinfo.email openid"", ""exp"": ""1782057249"", ""expires_in"": ""3598"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": ""true"", ""access_type"": ""offline"" }"
1034,06_REPORTS/P80_FINAL_FIXED_SHEETS_METADATA_READONLY_20260621_165409/P80_FINAL_FIXED_SHEETS_METADATA_RAW.json,.json,114,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 404, ""message"": ""Requested entity was not found."", ""status"": ""NOT_FOUND"" } }"
1035,06_REPORTS/P80R9_SHEETS_METADATA_READONLY_CURL_IPV4_20260621_162805/P80R9_SUMMARY.json,.json,1435,SUPPORTING_PROMPT_CONTEXT,10,json,"JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R9_SHEETS_METADATA_READONLY_CURL_IPV4_20260621_162805"", ""result_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R9_SHEETS_METADATA_READONLY_CURL_IPV4_20260621_162805\\P80R9_SHEETS_METADATA_READONLY_RESULT.json"", ""tabs_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R9_SHEETS_METADATA_READONLY_CURL_IPV4_20260621_162805\\P80R9_SHEETS_TABS_METADATA.csv"", ""raw_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R9_SHEETS_METADATA_READONLY_CURL_IPV4_20260621_162805\\P80R9_SHEETS_METADATA_RAW.json"", ""curl_log"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb"
1036,06_REPORTS/P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158/P80R10_SUMMARY.json,.json,1002,SUPPORTING_PROMPT_CONTEXT,10,json,"[Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158"", ""result_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158\\P80R10_SHEETS_METADATA_READONLY_RESULT.json"", ""tabs_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158\\P80R10_SHEETS_TABS_METADATA.csv"", ""sheet_write"": false, ""apps_script_execution"": false, ""clasp_push"": false, ""next"": ""GO_P81_SHEETS_CONTRACT_COMPARE_READONLY_FAST_ONLY"" }"
1037,06_REPORTS/P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158/P80R10_SHEETS_METADATA_READONLY_RESULT.json,.json,1119,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""step"": ""P80R10B_REBUILD_FROM_RAW"", ""status"": ""OK_P80R10B_SHEETS_METADATA_READONLY_READY"", ""google_api_called"": true, ""auth_mode"": ""curl_raw_json_rebuild"", ""spreadsheet_id"": null, ""spreadsheet_title"": null, ""locale"": null, ""time_zone"": null, ""sheet_count"": 0, ""sheets"": [ ], ""raw_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158\\P80R10_SHEETS_METADATA_RAW.json"", ""tabs_csv"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158\\P80R10_SHEETS_TABS_METADATA.csv"", ""sheet_write"": false, ""apps_script_execution"": false, ""clasp_push"": false, ""broker_execution"": false, ""order_execution"": false, ""auto_sizing_execution"": false, ""readonly_only"": tru"
1038,06_REPORTS/P80R10_SHEETS_METADATA_READONLY_CURL_ASCII_SAFE_20260621_163158/P80R10_SHEETS_METADATA_RAW.json,.json,485,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 403, ""message"": ""Request had insufficient authentication scopes."", ""status"": ""PERMISSION_DENIED"", ""details"": [ { ""@type"": ""type.googleapis.com/google.rpc.ErrorInfo"", ""reason"": ""ACCESS_TOKEN_SCOPE_INSUFFICIENT"", ""domain"": ""googleapis.com"", ""metadata"": { ""service"": ""sheets.googleapis.com"", ""method"": ""google.apps.sheets.v4.SpreadsheetsService.GetSpreadsheet"" } } ] } }"
1039,06_REPORTS/P80F_SINGLE_SHOT_FINAL_20260621_174554/P80F_USERINFO.json,.json,251,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""sub"": ""114295388442701390389"", ""picture"": ""https://lh3.googleusercontent.com/a-/ALV-UjXm8Fj9XHbL97qkvsX0LBiIqN1wKI5YmA7-uMh77OveG0FB0fsz\u003ds96-c"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": true, ""hd"": ""jaimebrantome.org"" }"
1040,06_REPORTS/P80F_SINGLE_SHOT_FINAL_20260621_174554/P80F_TOKENINFO.json,.json,580,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""azp"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""aud"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""sub"": ""114295388442701390389"", ""scope"": ""email https://www.googleapis.com/auth/cloud-platform https://www.googleapis.com/auth/drive.metadata.readonly https://www.googleapis.com/auth/spreadsheets.readonly https://www.googleapis.com/auth/userinfo.email openid"", ""exp"": ""1782060380"", ""expires_in"": ""3599"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": ""true"", ""access_type"": ""offline"" }"
1041,06_REPORTS/P80F_SINGLE_SHOT_FINAL_20260621_174554/P80F_DRIVE_FILE_GET.json,.json,422,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 404, ""message"": ""File not found: =id,name,mimeType,trashed,webViewLink,modifiedTime&supportsAllDrives=true."", ""errors"": [ { ""message"": ""File not found: =id,name,mimeType,trashed,webViewLink,modifiedTime&supportsAllDrives=true."", ""domain"": ""global"", ""reason"": ""notFound"", ""location"": ""fileId"", ""locationType"": ""parameter"" } ] } }"
1042,06_REPORTS/P80E_DIRECT_NO_ALIAS_20260621_173433/P80E_USERINFO.json,.json,251,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""sub"": ""114295388442701390389"", ""picture"": ""https://lh3.googleusercontent.com/a-/ALV-UjXm8Fj9XHbL97qkvsX0LBiIqN1wKI5YmA7-uMh77OveG0FB0fsz\u003ds96-c"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": true, ""hd"": ""jaimebrantome.org"" }"
1043,06_REPORTS/P80E_DIRECT_NO_ALIAS_20260621_173433/P80E_TOKENINFO.json,.json,580,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""azp"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""aud"": ""414536505102-r9tnrjettsshbfq9tu1n3fgjt4pkg55v.apps.googleusercontent.com"", ""sub"": ""114295388442701390389"", ""scope"": ""email https://www.googleapis.com/auth/cloud-platform https://www.googleapis.com/auth/drive.metadata.readonly https://www.googleapis.com/auth/spreadsheets.readonly https://www.googleapis.com/auth/userinfo.email openid"", ""exp"": ""1782059699"", ""expires_in"": ""3598"", ""email"": ""julien@jaimebrantome.org"", ""email_verified"": ""true"", ""access_type"": ""offline"" }"
1044,06_REPORTS/P80E_DIRECT_NO_ALIAS_20260621_173433/P80E_DRIVE_FILE_GET.json,.json,422,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""error"": { ""code"": 404, ""message"": ""File not found: =id,name,mimeType,trashed,webViewLink,modifiedTime&supportsAllDrives=true."", ""errors"": [ { ""message"": ""File not found: =id,name,mimeType,trashed,webViewLink,modifiedTime&supportsAllDrives=true."", ""domain"": ""global"", ""reason"": ""notFound"", ""location"": ""fileId"", ""locationType"": ""parameter"" } ] } }"
1045,06_REPORTS/P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_20260621_153805/P79_SUMMARY.json,.json,1818,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""status"": ""OK_P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_READY"", ""repo_path"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY"", ""branch"": ""master"", ""head"": ""667281c"", ""head_full"": ""667281cc1c5671f8bed9ea772de65ee78f28b3ec"", ""remote_head_ok"": true, ""p78r4_status"": ""OK_P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_READY"", ""p78r4_cli_exit"": 0, ""p78r4_cli_status"": ""OK"", ""p78r4_journal_written"": true, ""p78r4_review_pack_written"": true, ""sizing_preview_allowed"": true, ""auto_sizing_execution_allowed"": false, ""broker_execution_allowed"": false, ""order_execution_allowed"": false, ""p75b_status"": ""OK_P75B_SHEETS_READONLY_CONTRACT_MAP_READY_LOCAL_ONLY"", ""p75c_status"": ""OK_P75C_APPS_SCRIPT_DRYRUN_GATE_DESIGN_READY_LOCAL_ONLY"", ""p75d_status"": ""OK_P75D_APPS_SCRIPT_DRYRUN_LOCAL_SOURCE_SPEC_READY"", ""python_version"": ""Python 3.14.0"", ""node_version"":"
1046,06_REPORTS/P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_20260621_153805/P79_MANIFEST.json,.json,886,SUPPORTING_PROMPT_CONTEXT,10,json,"K_P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_READY"", ""files"": [ ""P79_READONLY_PREFLIGHT.md"", ""P79_READINESS_MATRIX.csv"", ""P79_NEXT_GATE.md"", ""P79_SUMMARY.json"", ""P79_MANIFEST.json"" ], ""safety"": [ ""SIZING_PREVIEW_ALLOWED"", ""NO_AUTO_SIZING_EXECUTION_WITHOUT_HUMAN_APPROVAL"", ""NO_BROKER_EXECUTION"", ""NO_ORDER_EXECUTION"", ""NO_GOOGLE_API_THIS_PREFLIGHT"", ""NO_SHEET_WRITE"", ""NO_APPS_SCRIPT_EXECUTION"", ""NO_CLASP_PUSH"" ] }"
1047,06_REPORTS/P78R_PYTHON_LIVE_LOCAL_SMOKE_SIZING_PREVIEW_20260621_152233/P78R_SUMMARY.json,.json,1609,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""status"": ""OK_P78R_PYTHON_LIVE_LOCAL_SMOKE_SIZING_PREVIEW_READY"", ""repo_path"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY"", ""branch"": ""master"", ""head"": ""667281c"", ""head_full"": ""667281cc1c5671f8bed9ea772de65ee78f28b3ec"", ""remote_head_ok"": true, ""p77_status"": ""OK_P77_LIVE_DRYRUN_PRECHECK_ONLY_READY"", ""run_id"": ""P78R-PY-LIVE-LOCAL-SMOKE-SIZING-PREVIEW-20260621-152233"", ""cli_exit"": -1, ""cli_status"": ""UNKNOWN"", ""journal_written"": true, ""review_pack_written"": true, ""journal_line_count"": null, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R_PYTHON_LIVE_LOCAL_SMOKE_SIZING_PREVIEW_20260621_152233\\outputs"", ""python_live_local_code_path_executed"": true, ""mock_current_price_used"": true, ""sizing_preview_allowed"": true, ""auto_sizing_execution_allowed"": false, ""broke"
1048,06_REPORTS/P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_20260621_153344/P78R4_SUMMARY.json,.json,2312,SUPPORTING_PROMPT_CONTEXT,10,json,"ailed_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_20260621_152954"", ""repair_cause"": ""P78R3_CONFIRMED_CLI_EXPECTS_INPUT_JSON_FILE_PATH_ASCII_TEMP_PATH_USED"", ""run_id"": ""P78R4-PY-LIVE-LOCAL-SMOKE-ASCII-TEMP-INPUT-20260621-153345"", ""cli_exit"": 0, ""cli_status"": ""OK"", ""journal_written"": true, ""review_pack_written"": true, ""journal_line_count"": 1, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_20260621_153344\\outputs"", ""temp_input_json"": ""C:\\Users\\Julie\\AppData\\Local\\Temp\\MVP_QAIC_P78R4_20260621_153344\\trade_plan_input.json"", ""evidence_input_json"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPO"
1049,06_REPORTS/P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_20260621_153344/P78R4_REPAIR_NOTE.md,.md,685,SUPPORTING_PROMPT_CONTEXT,10,json,# P78R4 Repair Note ## Cause P78R3 The CLI treats --input-json as a file path. Raw JSON is not accepted as payload; it was treated as a filename. ## Repair Use short ASCII temp input path: C:\Users\Julie\AppData\Local\Temp\MVP_QAIC_P78R4_20260621_153344\trade_plan_input.json Outputs remain in: G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\06_REPORTS\P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_20260621_153344\outputs ## Policy correction retained - sizing_preview_allowed=true - no_order_no_sizing=true kept as legacy CLI execution-safety marker - broker execution=false - order execution=false - auto sizing execution=false
1050,06_REPORTS/P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_20260621_153344/P78R4_README.md,.md,256,SUPPORTING_PROMPT_CONTEXT,10,json,# P78R4 Python Live Local Smoke ASCII Temp Input ## Status OK_P78R4_PYTHON_LIVE_LOCAL_SMOKE_ASCII_TEMP_INPUT_READY ## Repair Pass a short ASCII temp JSON file path to --input-json. ## Next GO_P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_FAST_ONLY
1051,06_REPORTS/P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_20260621_152954/P78R3_SUMMARY.json,.json,1882,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""status"": ""OK_P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_READY"", ""repo_path"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY"", ""branch"": ""master"", ""head"": ""667281c"", ""head_full"": ""667281cc1c5671f8bed9ea772de65ee78f28b3ec"", ""remote_head_ok"": true, ""p78r2_failed_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_20260621_152509"", ""repair_cause"": ""P78R2_MULTILINE_JSON_NATIVE_ARG_BROKEN_IN_PS51"", ""run_id"": ""P78R3-PY-LIVE-LOCAL-SMOKE-COMPACT-JSON-20260621-152955"", ""cli_exit"": 2, ""cli_status"": ""ERROR"", ""journal_written"": true, ""review_pack_written"": true, ""journal_line_count"": null, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R3_PYTHON_LIVE_LOCAL_SMO"
1052,06_REPORTS/P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_20260621_152954/P78R3_REPAIR_NOTE.md,.md,445,SUPPORTING_PROMPT_CONTEXT,10,json,# P78R3 Repair Note ## Cause P78R2 PowerShell 5.1 broke multiline JSON native argument passing. Argparse reported: argument --input-json expected one argument. ## Repair P78R3 passes compact one-line JSON: ConvertTo-Json -Compress ## Policy correction retained - sizing_preview_allowed=true - no_order_no_sizing=true kept as legacy CLI execution-safety marker - broker execution=false - order execution=false - auto sizing execution=false
1053,06_REPORTS/P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_20260621_152954/P78R3_README.md,.md,236,SUPPORTING_PROMPT_CONTEXT,10,json,# P78R3 Python Live Local Smoke Compact JSON ## Status OK_P78R3_PYTHON_LIVE_LOCAL_SMOKE_COMPACT_JSON_READY ## Repair Pass compact one-line JSON to --input-json. ## Next GO_P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_FAST_ONLY
1054,06_REPORTS/P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_20260621_152509/cli_stdout.json,.json,961,SUPPORTING_PROMPT_CONTEXT,10,json,"python.exe : usage: python -m qaic_core.runner.cli [-h] --input-json INPUT_JSON Au caractère Ligne:1 : 8 + $out = & python @cliArgs 2>&1 + ~~~~~~~~~~~~~~~~~~~~~~ + CategoryInfo : NotSpecified: (usage: python -...json INPUT_JSON:String) [], RemoteException + FullyQualifiedErrorId : NativeCommandError --run-id RUN_ID [--quote-currency QUOTE_CURRENCY] [--mock-current-price MOCK_CURRENT_PRICE] [--write-outputs] [--output-dir OUTPUT_DIR] [--journal-timestamp JOURNAL_TIMESTAMP] [--review-generated-at REVIEW_GENERATED_AT] [--pretty] python -m qaic_core.runner.cli: error: argument --input-json: expected one argument"
1055,06_REPORTS/P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_20260621_152509/P78R2_SUMMARY.json,.json,1850,SUPPORTING_PROMPT_CONTEXT,10,json,"{ ""status"": ""OK_P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_READY"", ""repo_path"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY"", ""branch"": ""master"", ""head"": ""667281c"", ""head_full"": ""667281cc1c5671f8bed9ea772de65ee78f28b3ec"", ""remote_head_ok"": true, ""p78r_failed_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78R_PYTHON_LIVE_LOCAL_SMOKE_SIZING_PREVIEW_20260621_152233"", ""repair_cause"": ""P78R_PASSED_FILE_PATH_TO_INPUT_JSON_INSTEAD_OF_RAW_JSON_PAYLOAD"", ""run_id"": ""P78R2-PY-LIVE-LOCAL-SMOKE-INPUT-JSON-REPAIR-20260621-152509"", ""cli_exit"": 2, ""cli_status"": ""UNKNOWN"", ""journal_written"": true, ""review_pack_written"": true, ""journal_line_count"": null, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions \u0026 Dev (Trading JRb)\\MVP_QAIC_PY\\06_REPORTS\\P78"
1056,06_REPORTS/P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_20260621_152509/P78R2_REPAIR_NOTE.md,.md,395,SUPPORTING_PROMPT_CONTEXT,10,json,"# P78R2 Repair Note ## Cause P78R failed because the Python CLI expected the JSON payload as the --input-json value. The previous script passed a file path. ## Repair P78R2 writes the JSON file for evidence, then passes its raw content: Get-Content -Raw trade_plan_input.json ## Safety Sizing preview is allowed. Broker execution, order execution and auto-sizing execution remain blocked."
1057,06_REPORTS/P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_20260621_152509/P78R2_README.md,.md,241,SUPPORTING_PROMPT_CONTEXT,10,json,# P78R2 Python Live Local Smoke Input JSON Repair ## Status OK_P78R2_PYTHON_LIVE_LOCAL_SMOKE_INPUT_JSON_REPAIR_READY ## Repair Pass raw JSON payload to --input-json. ## Next GO_P79_GOOGLE_SHEETS_APPS_SCRIPT_READONLY_PREFLIGHT_FAST_ONLY
